X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,log(area+1),sin(area)
1,3,aug,thu,94.8,222.4,698.6,13.9,26.2,34,5.8,0.0,0.003357448684478785,0.0033518250375328055,0.0033574423766970737
3,4,aug,sun,91.6,181.3,613.0,7.6,24.6,44,4.0,0.0,3.2,1.4350845252893227,-0.058374143427580086
7,4,sep,thu,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,0.007650551615002012,0.00762143455839539,0.007650476982890819
1,3,aug,sat,92.1,178.0,605.3,9.6,23.3,40,4.0,0.0,6.36,1.9960599327407849,0.07673917429251892
8,6,aug,thu,94.8,222.4,698.6,13.9,23.9,38,6.7,0.0,0.003868244786800312,0.0038607823660577766,0.003868235139844895
2,4,aug,sun,93.6,235.1,723.1,10.1,20.9,66,4.9,0.0,15.34,2.7936160894318567,0.3597157822506608
1,4,aug,fri,90.6,269.8,811.2,5.5,22.2,45,3.6,0.0,0.007511196251146474,0.007483127681316893,0.007511125623480826
2,5,jul,sat,90.8,84.7,376.6,5.6,23.8,51,1.8,0.0,0.008588600276674562,0.00855192807497462,0.008588494688733874
8,6,aug,mon,92.1,207.0,672.6,8.2,26.8,35,1.3,0.0,0.54,0.43178241642553783,0.5141359916531132
8,6,aug,sat,89.4,253.6,768.4,9.7,14.2,73,2.7,0.0,0.008117261976649606,0.008084494209254195,0.008117172835956477
2,5,aug,sat,93.7,231.1,715.1,8.4,23.6,53,4.0,0.0,6.43,2.005525858729668,0.14628784007345494
1,3,sep,fri,91.1,91.3,738.1,7.2,19.1,46,2.2,0.0,0.33,0.28517894223366247,0.32404302839486837
5,4,sep,fri,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,0.006412148371172946,0.006391678007214085,0.006412104431325404
8,6,aug,mon,92.1,207.0,672.6,8.2,25.5,29,1.8,0.0,1.23,0.8020015854720274,0.9424888019316975
6,5,apr,mon,87.9,24.9,41.6,3.7,10.9,64,3.1,0.0,3.35,1.4701758451005926,-0.20690197167339977
1,2,jul,fri,90.7,80.9,368.3,16.8,14.8,78,8.0,0.0,0.0024258021524012872,0.0024228646439438035,0.002425799773290024
2,5,sep,fri,90.3,290.0,855.3,7.4,16.2,58,3.6,0.0,9.96,2.3942522815198695,-0.5100320402437544
5,5,aug,sun,94.0,47.9,100.7,10.7,17.3,80,4.5,0.0,0.0015948572810447013,0.0015935868467661096,0.0015948566049396654
6,5,aug,sun,92.0,203.2,664.5,8.1,19.1,70,2.2,0.0,0.0005299298664516536,0.0005297895032061998,0.0005299298416486697
3,4,mar,wed,93.4,17.3,28.3,9.9,8.9,35,8.0,0.0,0.0060906246468588,0.006072151762221601,0.006090586990922474
7,4,sep,wed,89.7,284.9,844.0,10.1,10.5,77,4.0,0.0,0.007307765603983544,0.0072811932626860795,0.007307700560855846
7,4,aug,sun,91.6,181.3,613.0,7.6,19.3,61,4.9,0.0,0.00947867708352843,0.00943403629262858,0.009478535148371263
4,5,aug,wed,95.2,217.7,690.0,18.0,23.4,49,5.4,0.0,6.43,2.005525858729668,0.14628784007345494
1,4,aug,fri,90.5,196.8,649.9,16.3,11.8,88,4.9,0.0,9.71,2.3711778844596574,-0.28137052689782505
7,4,aug,mon,91.5,238.2,730.6,7.5,17.7,65,4.0,0.0,0.007616100882341502,0.007587244807256222,0.007616027253909093
4,5,aug,thu,89.4,266.2,803.3,5.6,17.4,54,3.1,0.0,0.0029381596606437715,0.0029338517057912374,0.0029381554332301974
3,4,aug,thu,91.6,248.4,753.8,6.3,16.8,56,3.1,0.0,0.0010043435901635632,0.0010038395745817573,0.001004343421315663
3,4,jul,mon,94.6,160.0,567.2,16.7,17.9,48,2.7,0.0,0.008232395053672553,0.008198693724944858,0.008232302065890915
2,4,aug,thu,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,0.003202935755857719,0.0031978172836424424,0.0032029302794823306
1,4,aug,wed,91.7,191.4,635.9,7.8,19.9,50,4.0,0.0,82.75,4.427836170705175,0.8765231419236595
8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,3.32,1.463255402256019,-0.17746242484086017
7,4,aug,sat,91.6,273.8,819.1,7.7,15.5,72,8.0,0.0,1.94,1.0784095813505903,0.9326150140222005
2,5,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.0027149571324796024,0.0027112782934531968,0.00271495379715951
8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,0.004347684480930121,0.004338260605574843,0.0043476707840266115
1,4,sep,sun,91.0,276.3,825.1,7.1,14.5,76,7.6,0.0,3.71,1.5496879080283263,-0.5382905082900177
6,5,feb,tue,75.1,4.4,16.2,1.9,4.6,82,6.3,0.0,5.39,1.8547342683894434,-0.7790726726314032
6,4,feb,tue,75.1,4.4,16.2,1.9,5.1,77,5.4,0.0,2.14,1.144222799920162,0.8423304316366457
2,2,feb,sat,79.5,3.6,15.3,1.8,4.6,59,0.9,0.0,6.84,2.0592388343623163,0.5284847399429308
6,5,mar,mon,87.2,15.1,36.9,7.1,10.2,45,5.8,0.0,3.18,1.430311246536665,-0.03839790450523538
3,4,mar,wed,90.2,18.5,41.1,7.3,11.2,41,5.4,0.0,5.55,1.8794650496471605,-0.669239857276262
6,5,mar,thu,91.3,20.6,43.5,8.5,13.3,27,3.6,0.0,6.61,2.0294631718735947,0.32102795412328977
6,3,apr,sun,91.0,14.6,25.6,12.3,13.7,33,9.4,0.0,61.13,4.129228964075603,-0.9914243498646285
5,4,apr,sun,91.0,14.6,25.6,12.3,17.6,27,5.8,0.0,0.0054946123072694,0.005479571993707589,0.005494584659553522
4,3,may,fri,89.6,25.4,73.7,5.7,18.0,40,4.0,0.0,38.48,3.675794214565281,0.7039105445160947
8,3,jun,mon,88.2,96.2,229.0,4.7,14.3,79,4.0,0.0,1.94,1.0784095813505903,0.9326150140222005
9,4,jun,sat,90.5,61.1,252.6,9.4,24.5,50,3.1,0.0,70.32,4.267176792994939,0.9338254881457034
4,3,jun,thu,93.0,103.8,316.7,10.8,26.4,35,2.7,0.0,10.08,2.405141681319138,-0.609335316063561
2,5,jun,thu,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,3.19,1.4327007339340463,-0.04838844336841414
4,3,jul,thu,93.5,85.3,395.0,9.9,27.2,28,1.3,0.0,1.76,1.0152306797290584,0.9821543171376185
4,3,jul,sun,93.7,101.3,423.4,14.7,26.1,45,4.0,0.0,7.36,2.1234584270966104,0.8804520095530344
7,4,jul,sun,93.7,101.3,423.4,14.7,18.2,82,4.5,0.0,2.21,1.1662709371419244,0.8025710662467473
7,4,jul,mon,89.2,103.9,431.6,6.4,22.6,57,4.9,0.0,278.53,5.633109621361155,0.8780375447903994
9,9,jul,thu,93.2,114.4,560.0,9.5,30.2,25,4.5,0.0,2.75,1.3217558399823195,0.38166099205233167
4,3,jul,thu,93.2,114.4,560.0,9.5,30.2,22,4.9,0.0,0.004339574015395253,0.00433018521653609,0.004339560395002189
3,4,aug,sun,94.9,130.3,587.1,14.1,23.4,40,5.8,0.0,1.29,0.8285518175661483,0.9608350642060727
8,6,aug,sun,94.9,130.3,587.1,14.1,31.0,27,5.4,0.0,0.008136616482874429,0.008103692690588494,0.008136526703029612
2,5,aug,sun,94.9,130.3,587.1,14.1,33.1,25,4.0,0.0,26.43,3.311637304949512,0.9628212906172123
2,4,aug,mon,95.0,135.5,596.3,21.3,30.6,28,3.6,0.0,2.07,1.1216775615991057,0.8779640629990781
5,4,aug,tue,95.1,141.3,605.8,17.7,24.1,43,6.3,0.0,2.0,1.0986122886681098,0.9092974268256817
5,4,aug,tue,95.1,141.3,605.8,17.7,26.4,34,3.6,0.0,16.4,2.856470206220483,-0.6381066823479474
4,4,aug,tue,95.1,141.3,605.8,17.7,19.4,71,7.6,0.0,46.7,3.8649313978942956,0.41130909615456707
4,4,aug,wed,95.1,141.3,605.8,17.7,20.6,58,1.3,0.0,0.006639276925501297,0.006617333996363583,0.00663922814905643
4,4,aug,wed,95.1,141.3,605.8,17.7,28.7,33,4.0,0.0,0.0004589622149225192,0.0004588569239802568,0.00045896219880940285
4,4,aug,thu,95.8,152.0,624.1,13.8,32.4,21,4.5,0.0,0.005620730619155462,0.00560499325559078,0.005620701023607962
1,3,aug,fri,95.9,158.0,633.6,11.3,32.4,27,2.2,0.0,0.0029329078539798714,0.002928615270858962,0.002932903649194637
1,3,aug,fri,95.9,158.0,633.6,11.3,27.5,29,4.5,0.0,43.32,3.7914360424390283,-0.6149299635578708
6,6,aug,sat,96.0,164.0,643.0,14.0,30.8,30,4.9,0.0,8.59,2.2607208888953467,0.7411474656789752
6,6,aug,mon,96.2,175.5,661.8,16.8,23.9,42,2.2,0.0,0.0007854218289485152,0.0007851135466343245,0.0007854217481957063
4,5,aug,mon,96.2,175.5,661.8,16.8,32.6,26,3.1,0.0,2.77,1.3270750014599193,0.3630998472041683
3,4,aug,tue,96.1,181.1,671.2,14.3,32.3,27,2.2,0.0,14.68,2.7523860149222616,0.8562486637151049
6,5,aug,tue,96.1,181.1,671.2,14.3,33.3,26,2.7,0.0,40.54,3.726656818447966,0.29619316464278383
7,5,aug,tue,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,10.82,2.469793011977952,-0.9846263883877127
8,6,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.006493702618122764,0.006472709364894533,0.006493656980289003
7,5,aug,tue,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0.0009117328338728996,0.0009113174579480279,0.0009117327075588912
4,4,aug,tue,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0.008530714929147185,0.008494534001052455,0.008530611461765876
2,4,aug,wed,94.5,139.4,689.1,20.0,29.2,30,4.9,0.0,1.95,1.0818051703517284,0.9289597150038693
4,3,aug,wed,94.5,139.4,689.1,20.0,28.9,29,4.9,0.0,49.59,3.923753928303845,-0.6252739018603697
1,2,aug,thu,91.0,163.2,744.4,10.1,26.7,35,1.8,0.0,5.8,1.916922612182061,-0.46460217941375737
1,2,aug,fri,91.0,166.9,752.6,7.1,18.5,73,8.5,0.0,0.0051948650954455325,0.005181418333072002,0.00519484173016577
2,4,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.005652200818943633,0.005636287068875879,0.005652170723496034
1,2,aug,fri,91.0,166.9,752.6,7.1,25.9,41,3.6,0.0,0.009781262153400295,0.00973373527269262,0.00978110618688512
5,4,aug,fri,91.0,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17,1.1537315878891892,0.8257849931056082
6,5,aug,fri,91.0,166.9,752.6,7.1,18.2,62,5.4,0.0,0.43,0.3576744442718159,0.41687080242921076
8,6,aug,sun,81.6,56.7,665.6,1.9,27.8,35,2.7,0.0,0.005991636959641475,0.005973758481602842,0.0059916011100308265
4,3,aug,sun,81.6,56.7,665.6,1.9,27.8,32,2.7,0.0,6.44,2.0068708488450007,0.1561727815432119
2,4,aug,sun,81.6,56.7,665.6,1.9,21.9,71,5.8,0.0,54.29,4.012592060349841,-0.7725991757741631
7,4,aug,sun,81.6,56.7,665.6,1.9,21.2,70,6.7,0.0,11.16,2.498151876538021,-0.9865125207488105
1,4,aug,sat,94.4,146.0,614.7,11.3,25.6,42,4.0,0.0,0.0006819154683253975,0.0006816830696171775,0.0006819154154759604
6,3,nov,tue,79.5,3.0,106.7,1.1,11.8,31,4.5,0.0,0.006673803132594646,0.00665163189810444,0.006673753591230969
